iso3,year,tenure,share
CHE,2019,OWN_NL,0.0350
CHE,2019,RENT,0.5840
CHE,2019,RENT_FR,0.0560
CHE,2019,RENT_MKT,0.5280
CHE,2019,TOTAL,1.0000
CHE,2020,OWN,0.4230
CHE,2020,OWN_L,0.3820
CHE,2020,OWN_NL,0.0410
CHE,2020,RENT,0.5770
CHE,2020,RENT_FR,0.0630
CHE,2020,RENT_MKT,0.5150
CHE,2020,TOTAL,1.0000
CHE,2021,OWN,0.4220
CHE,2021,OWN_L,0.3810
CHE,2021,OWN_NL,0.0410
CHE,2021,RENT,0.5780
CHE,2021,RENT_FR,0.0540
CHE,2021,RENT_MKT,0.5240
CHE,2021,TOTAL,1.0000
CHE,2022,OWN,0.4230
CHE,2022,OWN_L,0.3820
CHE,2022,OWN_NL,0.0410
CHE,2022,RENT,0.5770
CHE,2022,RENT_FR,0.0620
CHE,2022,RENT_MKT,0.5150
CHE,2022,TOTAL,1.0000
CHE,2023,OWN,0.4260
CHE,2023,OWN_L,0.3860
CHE,2023,OWN_NL,0.0400
CHE,2023,RENT,0.5740
CHE,2023,RENT_FR,0.0510
CHE,2023,RENT_MKT,0.5230
CHE,2023,TOTAL,1.0000
CHE,2024,OWN,0.4200
CHE,2024,OWN_L,0.3780
CHE,2024,OWN_NL,0.0420
CHE,2024,RENT,0.5800
CHE,2024,RENT_FR,0.0550
CHE,2024,RENT_MKT,0.5240
CHE,2024,TOTAL,1.0000
CYP,2015,OWN,0.7300
CYP,2015,OWN_L,0.2010
CYP,2015,OWN_NL,0.5290
CYP,2015,RENT,0.2700
CYP,2015,RENT_FR,0.1430
CYP,2015,RENT_MKT,0.1270
CYP,2015,TOTAL,1.0000
CYP,2016,OWN,0.7250
CYP,2016,OWN_L,0.2040
CYP,2016,OWN_NL,0.5200
CYP,2016,RENT,0.2750
CYP,2016,RENT_FR,0.1410
CYP,2016,RENT_MKT,0.1340
CYP,2016,TOTAL,1.0000
CYP,2017,OWN,0.7070
CYP,2017,OWN_L,0.1980
CYP,2017,OWN_NL,0.5090
CYP,2017,RENT,0.2930
CYP,2017,RENT_FR,0.1490
CYP,2017,RENT_MKT,0.1440
CYP,2017,TOTAL,1.0000
CYP,2018,OWN,0.7010
CYP,2018,OWN_L,0.1930
CYP,2018,OWN_NL,0.5080
CYP,2018,RENT,0.2990
CYP,2018,RENT_FR,0.1490
CYP,2018,RENT_MKT,0.1490
CYP,2018,TOTAL,1.0000
CYP,2019,OWN,0.7000
CYP,2019,OWN_L,0.1800
CYP,2019,OWN_NL,0.5200
CYP,2019,RENT,0.3000
CYP,2019,RENT_FR,0.1530
CYP,2019,RENT_MKT,0.1470
CYP,2019,TOTAL,1.0000
CYP,2020,OWN,0.7090
CYP,2020,OWN_L,0.1900
CYP,2020,OWN_NL,0.5190
CYP,2020,RENT,0.2910
CYP,2020,RENT_FR,0.1570
CYP,2020,RENT_MKT,0.1330
CYP,2020,TOTAL,1.0000
CYP,2021,OWN,0.7130
CYP,2021,OWN_L,0.1930
CYP,2021,OWN_NL,0.5200
CYP,2021,RENT,0.2870
CYP,2021,RENT_FR,0.1590
CYP,2021,RENT_MKT,0.1280
CYP,2021,TOTAL,1.0000
CYP,2022,OWN,0.7050
CYP,2022,OWN_L,0.1910
CYP,2022,OWN_NL,0.5140
CYP,2022,RENT,0.2950
CYP,2022,RENT_FR,0.1610
CYP,2022,RENT_MKT,0.1340
CYP,2022,TOTAL,1.0000
CYP,2023,OWN,0.7010
CYP,2023,OWN_L,0.1960
CYP,2023,OWN_NL,0.5050
CYP,2023,RENT,0.2990
CYP,2023,RENT_FR,0.1660
CYP,2023,RENT_MKT,0.1330
CYP,2023,TOTAL,1.0000
CYP,2024,OWN,0.6940
CYP,2024,OWN_L,0.1970
CYP,2024,OWN_NL,0.4970
CYP,2024,RENT,0.3060
CYP,2024,RENT_FR,0.1620
CYP,2024,RENT_MKT,0.1450
CYP,2024,TOTAL,1.0000
CYP,2025,OWN,0.6920
CYP,2025,OWN_L,0.1880
CYP,2025,OWN_NL,0.5040
CYP,2025,RENT,0.3080
CYP,2025,RENT_FR,0.1590
CYP,2025,RENT_MKT,0.1490
CYP,2025,TOTAL,1.0000
CZE,2015,OWN,0.7800
CZE,2015,OWN_L,0.1820
CZE,2015,OWN_NL,0.5980
CZE,2015,RENT,0.2200
CZE,2015,RENT_FR,0.0560
CZE,2015,RENT_MKT,0.1640
CZE,2015,TOTAL,1.0000
CZE,2016,OWN,0.7820
CZE,2016,OWN_L,0.1940
CZE,2016,OWN_NL,0.5880
CZE,2016,RENT,0.2180
CZE,2016,RENT_FR,0.0580
CZE,2016,RENT_MKT,0.1600
CZE,2016,TOTAL,1.0000
CZE,2017,OWN,0.7850
CZE,2017,OWN_L,0.2070
CZE,2017,OWN_NL,0.5780
CZE,2017,RENT,0.2150
CZE,2017,RENT_FR,0.0600
CZE,2017,RENT_MKT,0.1550
CZE,2017,TOTAL,1.0000
CZE,2018,OWN,0.7870
CZE,2018,OWN_L,0.2100
CZE,2018,OWN_NL,0.5780
CZE,2018,RENT,0.2130
CZE,2018,RENT_FR,0.0560
CZE,2018,RENT_MKT,0.1570
CZE,2018,TOTAL,1.0000
CZE,2019,OWN,0.7860
CZE,2019,OWN_L,0.2190
CZE,2019,OWN_NL,0.5680
CZE,2019,RENT,0.2140
CZE,2019,RENT_FR,0.0530
CZE,2019,RENT_MKT,0.1610
CZE,2019,TOTAL,1.0000
CZE,2020,OWN,0.7890
CZE,2020,OWN_L,0.2180
CZE,2020,OWN_NL,0.5710
CZE,2020,RENT,0.2110
CZE,2020,RENT_FR,0.0530
CZE,2020,RENT_MKT,0.1570
CZE,2020,TOTAL,1.0000
CZE,2021,OWN,0.7830
CZE,2021,OWN_L,0.2100
CZE,2021,OWN_NL,0.5740
CZE,2021,RENT,0.2170
CZE,2021,RENT_FR,0.0560
CZE,2021,RENT_MKT,0.1600
CZE,2021,TOTAL,1.0000
CZE,2022,OWN,0.7710
CZE,2022,OWN_L,0.2060
CZE,2022,OWN_NL,0.5650
CZE,2022,RENT,0.2290
CZE,2022,RENT_FR,0.0660
CZE,2022,RENT_MKT,0.1630
CZE,2022,TOTAL,1.0000
CZE,2023,OWN,0.7600
CZE,2023,OWN_L,0.2070
CZE,2023,OWN_NL,0.5530
CZE,2023,RENT,0.2400
CZE,2023,RENT_FR,0.0560
CZE,2023,RENT_MKT,0.1840
CZE,2023,TOTAL,1.0000
CZE,2024,OWN,0.7470
CZE,2024,OWN_L,0.2030
CZE,2024,OWN_NL,0.5440
CZE,2024,RENT,0.2530
CZE,2024,RENT_FR,0.0630
CZE,2024,RENT_MKT,0.1900
CZE,2024,TOTAL,1.0000
CZE,2025,OWN,0.7510
CZE,2025,OWN_L,0.2080
CZE,2025,OWN_NL,0.5430
CZE,2025,RENT,0.2490
CZE,2025,RENT_FR,0.0610
CZE,2025,RENT_MKT,0.1880
CZE,2025,TOTAL,1.0000
DEU,2015,OWN,0.5190
DEU,2015,OWN_L,0.2620
DEU,2015,OWN_NL,0.2560
DEU,2015,RENT,0.4810
DEU,2015,RENT_FR,0.0820
DEU,2015,RENT_MKT,0.3990
DEU,2015,TOTAL,1.0000
DEU,2016,OWN,0.5170
DEU,2016,OWN_L,0.2620
DEU,2016,OWN_NL,0.2550
DEU,2016,RENT,0.4830
DEU,2016,RENT_FR,0.0840
DEU,2016,RENT_MKT,0.3980
DEU,2016,TOTAL,1.0000
DEU,2017,OWN,0.5140
DEU,2017,OWN_L,0.2570
DEU,2017,OWN_NL,0.2570
DEU,2017,RENT,0.4860
DEU,2017,RENT_FR,0.0860
DEU,2017,RENT_MKT,0.4000
DEU,2017,TOTAL,1.0000
DEU,2018,OWN,0.5150
DEU,2018,OWN_L,0.2560
DEU,2018,OWN_NL,0.2580
DEU,2018,RENT,0.4850
DEU,2018,RENT_FR,0.0770
DEU,2018,RENT_MKT,0.4080
DEU,2018,TOTAL,1.0000
DEU,2019,OWN,0.5110
DEU,2019,OWN_L,0.2580
DEU,2019,OWN_NL,0.2540
DEU,2019,RENT,0.4890
DEU,2019,RENT_FR,0.0780
DEU,2019,RENT_MKT,0.4110
DEU,2019,TOTAL,1.0000
DEU,2020,OWN,0.5050
DEU,2020,OWN_L,0.3140
DEU,2020,OWN_NL,0.1900
DEU,2020,RENT,0.4950
DEU,2020,RENT_FR,0.0630
DEU,2020,RENT_MKT,0.4320
DEU,2020,TOTAL,1.0000
DEU,2021,OWN,0.4910
DEU,2021,OWN_L,0.2740
DEU,2021,OWN_NL,0.2170
DEU,2021,RENT,0.5090
DEU,2021,RENT_FR,0.0360
DEU,2021,RENT_MKT,0.4730
DEU,2021,TOTAL,1.0000
DEU,2022,OWN,0.4650
DEU,2022,OWN_L,0.2170
DEU,2022,OWN_NL,0.2480
DEU,2022,RENT,0.5350
DEU,2022,RENT_FR,0.0660
DEU,2022,RENT_MKT,0.4680
DEU,2022,TOTAL,1.0000
DEU,2023,OWN,0.4760
DEU,2023,OWN_L,0.2380
DEU,2023,OWN_NL,0.2380
DEU,2023,RENT,0.5240
DEU,2023,RENT_FR,0.0560
DEU,2023,RENT_MKT,0.4680
DEU,2023,TOTAL,1.0000
DEU,2024,OWN,0.4720
DEU,2024,OWN_L,0.2320
DEU,2024,OWN_NL,0.2400
DEU,2024,RENT,0.5280
DEU,2024,RENT_FR,0.0600
DEU,2024,RENT_MKT,0.4680
DEU,2024,TOTAL,1.0000
DEU,2025,OWN,0.4720
DEU,2025,OWN_L,0.2400
DEU,2025,OWN_NL,0.2330
DEU,2025,RENT,0.5280
DEU,2025,RENT_FR,0.0600
DEU,2025,RENT_MKT,0.4680
DEU,2025,TOTAL,1.0000
DNK,2015,OWN,0.6270
DNK,2015,OWN_L,0.4860
DNK,2015,OWN_NL,0.1410
DNK,2015,RENT,0.3730
DNK,2015,RENT_FR,0.0010
DNK,2015,RENT_MKT,0.3730
DNK,2015,TOTAL,1.0000
DNK,2016,OWN,0.6170
DNK,2016,OWN_L,0.4740
DNK,2016,OWN_NL,0.1430
DNK,2016,RENT,0.3830
DNK,2016,RENT_FR,0.0010
DNK,2016,RENT_MKT,0.3830
DNK,2016,TOTAL,1.0000
DNK,2017,OWN,0.6220
DNK,2017,OWN_L,0.4780
DNK,2017,OWN_NL,0.1440
DNK,2017,RENT,0.3780
DNK,2017,RENT_FR,0.0010
DNK,2017,RENT_MKT,0.3770
DNK,2017,TOTAL,1.0000
DNK,2018,OWN,0.6050
DNK,2018,OWN_L,0.4650
DNK,2018,OWN_NL,0.1400
DNK,2018,RENT,0.3950
DNK,2018,RENT_FR,0.0010
DNK,2018,RENT_MKT,0.3940
DNK,2018,TOTAL,1.0000
DNK,2019,OWN,0.6080
DNK,2019,OWN_L,0.4680
DNK,2019,OWN_NL,0.1400
DNK,2019,RENT,0.3920
DNK,2019,RENT_FR,0.0000
DNK,2019,RENT_MKT,0.3910
DNK,2019,TOTAL,1.0000
DNK,2020,OWN,0.5930
DNK,2020,OWN_L,0.4520
DNK,2020,OWN_NL,0.1410
DNK,2020,RENT,0.4070
DNK,2020,RENT_FR,0.0010
DNK,2020,RENT_MKT,0.4060
DNK,2020,TOTAL,1.0000
DNK,2021,OWN,0.5920
DNK,2021,OWN_L,0.4640
DNK,2021,OWN_NL,0.1280
DNK,2021,RENT,0.4080
DNK,2021,RENT_FR,0.0010
DNK,2021,RENT_MKT,0.4070
DNK,2021,TOTAL,1.0000
DNK,2022,OWN,0.5960
DNK,2022,OWN_L,0.4740
DNK,2022,OWN_NL,0.1220
DNK,2022,RENT,0.4040
DNK,2022,RENT_FR,0.0000
DNK,2022,RENT_MKT,0.4040
DNK,2022,TOTAL,1.0000
DNK,2023,OWN,0.6000
DNK,2023,OWN_L,0.4720
DNK,2023,OWN_NL,0.1280
DNK,2023,RENT,0.4000
DNK,2023,RENT_FR,0.0010
DNK,2023,RENT_MKT,0.3990
DNK,2023,TOTAL,1.0000
DNK,2024,OWN,0.6090
DNK,2024,OWN_L,0.4840
DNK,2024,OWN_NL,0.1250
DNK,2024,RENT,0.3910
DNK,2024,RENT_FR,0.0020
DNK,2024,RENT_MKT,0.3890
DNK,2024,TOTAL,1.0000
DNK,2025,OWN,0.5840
DNK,2025,OWN_L,0.3920
DNK,2025,OWN_NL,0.1920
DNK,2025,RENT,0.4160
DNK,2025,RENT_FR,0.0030
DNK,2025,RENT_MKT,0.4140
DNK,2025,TOTAL,1.0000
ESP,2015,OWN,0.7820
ESP,2015,OWN_L,0.3120
ESP,2015,OWN_NL,0.4700
ESP,2015,RENT,0.2180
ESP,2015,RENT_FR,0.0910
ESP,2015,RENT_MKT,0.1270
ESP,2015,TOTAL,1.0000
ESP,2016,OWN,0.7780
ESP,2016,OWN_L,0.3090
ESP,2016,OWN_NL,0.4690
ESP,2016,RENT,0.2220
ESP,2016,RENT_FR,0.0840
ESP,2016,RENT_MKT,0.1380
ESP,2016,TOTAL,1.0000
ESP,2017,OWN,0.7710
ESP,2017,OWN_L,0.2950
ESP,2017,OWN_NL,0.4760
ESP,2017,RENT,0.2290
ESP,2017,RENT_FR,0.0850
ESP,2017,RENT_MKT,0.1440
ESP,2017,TOTAL,1.0000
ESP,2018,OWN,0.7630
ESP,2018,OWN_L,0.2940
ESP,2018,OWN_NL,0.4690
ESP,2018,RENT,0.2370
ESP,2018,RENT_FR,0.0840
ESP,2018,RENT_MKT,0.1530
ESP,2018,TOTAL,1.0000
ESP,2019,OWN,0.7620
ESP,2019,OWN_L,0.2840
ESP,2019,OWN_NL,0.4780
ESP,2019,RENT,0.2380
ESP,2019,RENT_FR,0.0800
ESP,2019,RENT_MKT,0.1580
ESP,2019,TOTAL,1.0000
ESP,2020,OWN,0.7510
ESP,2020,OWN_L,0.3030
ESP,2020,OWN_NL,0.4480
ESP,2020,RENT,0.2490
ESP,2020,RENT_FR,0.0960
ESP,2020,RENT_MKT,0.1540
ESP,2020,TOTAL,1.0000
ESP,2021,OWN,0.7580
ESP,2021,OWN_L,0.3070
ESP,2021,OWN_NL,0.4500
ESP,2021,RENT,0.2420
ESP,2021,RENT_FR,0.0850
ESP,2021,RENT_MKT,0.1570
ESP,2021,TOTAL,1.0000
ESP,2022,OWN,0.7600
ESP,2022,OWN_L,0.3050
ESP,2022,OWN_NL,0.4560
ESP,2022,RENT,0.2400
ESP,2022,RENT_FR,0.0850
ESP,2022,RENT_MKT,0.1550
ESP,2022,TOTAL,1.0000
ESP,2023,OWN,0.7530
ESP,2023,OWN_L,0.3030
ESP,2023,OWN_NL,0.4510
ESP,2023,RENT,0.2470
ESP,2023,RENT_FR,0.0880
ESP,2023,RENT_MKT,0.1590
ESP,2023,TOTAL,1.0000
ESP,2024,OWN,0.7370
ESP,2024,OWN_L,0.2860
ESP,2024,OWN_NL,0.4510
ESP,2024,RENT,0.2630
ESP,2024,RENT_FR,0.0880
ESP,2024,RENT_MKT,0.1760
ESP,2024,TOTAL,1.0000
ESP,2025,OWN,0.7360
ESP,2025,OWN_L,0.2810
ESP,2025,OWN_NL,0.4550
ESP,2025,RENT,0.2640
ESP,2025,RENT_FR,0.0900
ESP,2025,RENT_MKT,0.1740
ESP,2025,TOTAL,1.0000
EST,2015,OWN,0.8150
EST,2015,OWN_L,0.1940
EST,2015,OWN_NL,0.6210
EST,2015,RENT,0.1850
EST,2015,RENT_FR,0.1470
EST,2015,RENT_MKT,0.0370
EST,2015,TOTAL,1.0000
EST,2016,OWN,0.8140
EST,2016,OWN_L,0.1950
EST,2016,OWN_NL,0.6200
EST,2016,RENT,0.1860
EST,2016,RENT_FR,0.1450
EST,2016,RENT_MKT,0.0410
EST,2016,TOTAL,1.0000
EST,2017,OWN,0.8180
EST,2017,OWN_L,0.2000
EST,2017,OWN_NL,0.6180
EST,2017,RENT,0.1820
EST,2017,RENT_FR,0.1420
EST,2017,RENT_MKT,0.0400
EST,2017,TOTAL,1.0000
EST,2018,OWN,0.8240
EST,2018,OWN_L,0.2170
EST,2018,OWN_NL,0.6070
EST,2018,RENT,0.1760
EST,2018,RENT_FR,0.1350
EST,2018,RENT_MKT,0.0410
EST,2018,TOTAL,1.0000
EST,2019,OWN,0.8170
EST,2019,OWN_L,0.2280
EST,2019,OWN_NL,0.5890
EST,2019,RENT,0.1830
EST,2019,RENT_FR,0.1380
EST,2019,RENT_MKT,0.0450
EST,2019,TOTAL,1.0000
EST,2020,OWN,0.8140
EST,2020,OWN_L,0.2730
EST,2020,OWN_NL,0.5410
EST,2020,RENT,0.1860
EST,2020,RENT_FR,0.1400
EST,2020,RENT_MKT,0.0470
EST,2020,TOTAL,1.0000
EST,2021,OWN,0.8160
EST,2021,OWN_L,0.2800
